date,julian,tree.id,species,circuit,bcon,bbrk,fbud,fopn,fpst,sex,length,width,lfin,l75,l95,tip,comments
6/1/06,152,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/06,157,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/13/06,164,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/06,170,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/06,178,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/07,89,CRSP-01,CRSP,17,NS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/07,99,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/19/07,109,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/07,114,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/07,120,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/07,124,CRSP-01,CRSP,17,BB,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/07,128,CRSP-01,CRSP,17,BB,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/07,131,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/07,135,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/07,141,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/25/07,145,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/30/07,150,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/07,159,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/14/07,165,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/24/07,175,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/2/08,93,CRSP-01,CRSP,17,NS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/08,100,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/08,108,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/08,114,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/27/08,118,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/08,122,CRSP-01,CRSP,17,BB,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/08,127,CRSP-01,CRSP,17,BB,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/08,132,CRSP-01,CRSP,17,BB,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/08,136,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/08,142,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/08,150,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/5/08,157,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/08,163,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/08,170,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/08,177,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/09,91,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/09,99,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/09,105,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/09,113,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/27/09,117,CRSP-01,CRSP,17,BB,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/09,121,CRSP-01,CRSP,17,BB,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/09,124,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/09,127,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/09,131,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/09,135,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/09,141,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/26/09,146,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/1/09,152,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/09,159,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/15/09,166,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/23/09,174,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/10,91,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/10,98,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/13/10,103,CRSP-01,CRSP,17,BB,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/20/10,110,CRSP-01,CRSP,17,BB,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/10,113,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/10,119,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/10,124,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,130,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/10,137,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/10,141,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/26/10,146,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/2/10,153,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/10,160,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/15/10,166,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/11,96,CRSP-01,CRSP,17,NS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/11,104,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/21/11,111,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/11,116,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/11,119,CRSP-01,CRSP,17,BB,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/2/11,122,CRSP-01,CRSP,17,BB,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/11,126,CRSP-01,CRSP,17,BB,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/11,130,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/11,133,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/11,139,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/25/11,145,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/31/11,151,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/11,157,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/13/11,164,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/20/11,171,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/12,82,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/12,89,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/12,96,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/12/12,103,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/12,109,CRSP-01,CRSP,17,BB,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/12,115,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/12,121,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/12,128,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/12,132,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/12,138,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/12,142,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/25/12,146,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/31/12,152,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/12,158,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/12,164,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/20/12,172,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/13,94,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/13,100,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/13,107,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/13,114,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/13,119,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/2/13,122,CRSP-01,CRSP,17,BB,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/13,126,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/13,130,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/13,134,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/13,139,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/27/13,147,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/13,155,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/13,163,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/20/13,171,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/13,178,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/14,91,CRSP-01,CRSP,17,NS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/14,99,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/14,104,CRSP-01,CRSP,17,SS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/14,108,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/14,114,CRSP-01,CRSP,17,MS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/14,119,CRSP-01,CRSP,17,VS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/14,127,CRSP-01,CRSP,17,BB,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/12/14,132,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/14,135,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/14,140,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/14,149,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/14,154,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/14,160,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/16/14,167,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/24/14,175,CRSP-01,CRSP,17,BB,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/90,108,CRSP-02,CRSP,73,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/23/90,113,CRSP-02,CRSP,53,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/28/90,118,CRSP-02,CRSP,77,BB,8,NA,0,0,NA,0,0,0,0,0,0,NA
5/1/90,121,CRSP-02,CRSP,77,BB,10,NA,0,0,NA,1,0,0,0,0,0,NA
5/4/90,124,CRSP-02,CRSP,77,BB,8,NA,0,0,NA,1,0,0,0,0,0,NA
5/7/90,127,CRSP-02,CRSP,77,BB,20,NA,0,0,NA,1,0,0,0,0,0,NA
5/11/90,131,CRSP-02,CRSP,77,BB,55,NA,0,0,NA,2,0,20,0,0,0,NA
5/14/90,134,CRSP-02,CRSP,77,BB,92,NA,0,0,NA,3,0,20,0,0,0,NA
5/24/90,144,CRSP-02,CRSP,76,BB,100,NA,0,0,NA,4,0,45,0,0,0,NA
5/30/90,150,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,5,0,50,0,0,0,NA
6/5/90,156,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,6,0,80,55,0,0,NA
6/8/90,159,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,6,0,80,55,0,0,NA
6/12/90,163,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,7,0,80,55,25,0,NA
6/18/90,169,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,6,0,80,80,25,0,NA
6/22/90,173,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,6,0,80,80,80,0,NA
6/27/90,178,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
7/2/90,183,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
7/9/90,190,CRSP-02,CRSP,77,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
3/21/91,80,CRSP-02,CRSP,77,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
3/28/91,87,CRSP-02,CRSP,77,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/2/91,92,CRSP-02,CRSP,77,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/5/91,95,CRSP-02,CRSP,77,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/9/91,99,CRSP-02,CRSP,77,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/12/91,102,CRSP-02,CRSP,77,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/16/91,106,CRSP-02,CRSP,77,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/19/91,109,CRSP-02,CRSP,85,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/22/91,112,CRSP-02,CRSP,85,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/26/91,116,CRSP-02,CRSP,85,VS,0,NA,0,0,NA,0,0,0,0,0,0,NA
5/2/91,122,CRSP-02,CRSP,85,BB,5,NA,0,0,NA,2,0,0,0,0,0,NA
5/7/91,127,CRSP-02,CRSP,85,BB,100,NA,0,0,NA,2,0,0,0,0,0,NA
5/10/91,130,CRSP-02,CRSP,84,BB,100,NA,0,0,NA,3,0,0,0,0,0,NA
5/13/91,133,CRSP-02,CRSP,85,BB,100,NA,0,0,NA,2,2,0,0,0,0,NA
5/17/91,137,CRSP-02,CRSP,85,BB,100,NA,0,0,NA,3,0,0,0,0,0,NA
5/20/91,140,CRSP-02,CRSP,85,BB,100,NA,0,0,NA,4,0,0,0,0,0,NA
5/23/91,143,CRSP-02,CRSP,85,BB,100,NA,0,0,NA,5,0,0,0,0,0,NA
5/28/91,148,CRSP-02,CRSP,84,BB,100,NA,0,0,NA,6,0,0,0,0,0,NA
5/31/91,151,CRSP-02,CRSP,89,BB,100,NA,0,0,NA,6,0,97,80,97,0,NA
6/4/91,155,CRSP-02,CRSP,89,BB,100,NA,0,0,NA,5,0,97,80,97,0,NA
6/10/91,161,CRSP-02,CRSP,89,BB,100,NA,0,0,NA,6,0,95,80,95,0,NA
6/14/91,165,CRSP-02,CRSP,89,BB,100,NA,0,0,NA,6,0,100,80,100,0,NA
6/20/91,171,CRSP-02,CRSP,89,BB,100,NA,0,0,NA,6,0,NA,80,NA,0,NA
6/28/91,179,CRSP-02,CRSP,88,BB,100,NA,0,0,NA,5,0,100,80,100,0,NA
7/4/91,185,CRSP-02,CRSP,87,BB,100,NA,0,0,NA,6,0,100,80,100,0,NA
7/11/91,192,CRSP-02,CRSP,89,BB,100,NA,0,0,NA,6,0,100,80,100,0,NA
4/1/92,92,CRSP-02,CRSP,89,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/92,98,CRSP-02,CRSP,89,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/92,104,CRSP-02,CRSP,89,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/20/92,111,CRSP-02,CRSP,89,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/23/92,114,CRSP-02,CRSP,89,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/27/92,118,CRSP-02,CRSP,89,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/1/92,122,CRSP-02,CRSP,89,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/4/92,125,CRSP-02,CRSP,89,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/8/92,129,CRSP-02,CRSP,89,BB,20,NA,0,0,P,0,0,0,0,0,0,NA
5/11/92,132,CRSP-02,CRSP,89,BB,70,NA,0,0,P,0,0,0,0,0,0,NA
5/14/92,135,CRSP-02,CRSP,89,BB,50,NA,0,0,P,2,0,0,0,0,0,NA
5/19/92,140,CRSP-02,CRSP,89,BB,92,NA,0,0,P,3,0,0,0,0,0,NA
5/21/92,142,CRSP-02,CRSP,89,BB,100,NA,0,0,P,5,0,0,0,0,0,NA
5/26/92,147,CRSP-02,CRSP,89,BB,100,NA,0,0,P,5,0,0,0,0,0,NA
5/29/92,150,CRSP-02,CRSP,89,BB,100,NA,0,0,P,6,0,0,0,0,0,NA
6/2/92,154,CRSP-02,CRSP,89,BB,100,NA,0,0,P,7,0,0,0,0,0,NA
6/5/92,157,CRSP-02,CRSP,89,BB,100,NA,0,0,P,7,0,20,0,0,0,NA
6/10/92,162,CRSP-02,CRSP,89,BB,100,NA,0,0,P,8,0,30,0,0,0,NA
6/16/92,168,CRSP-02,CRSP,89,BB,100,NA,0,0,P,8,0,45,0,0,0,NA
6/23/92,175,CRSP-02,CRSP,89,BB,100,NA,0,0,P,8,0,80,50,20,0,NA
7/7/92,189,CRSP-02,CRSP,89,BB,100,NA,0,0,P,7,0,95,80,95,0,NA
7/16/92,198,CRSP-02,CRSP,89,BB,100,NA,0,0,P,8,0,100,80,100,0,NA
3/26/93,85,CRSP-02,CRSP,88,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/8/93,98,CRSP-02,CRSP,88,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/17/93,107,CRSP-02,CRSP,88,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/20/93,110,CRSP-02,CRSP,86,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/24/93,114,CRSP-02,CRSP,86,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/28/93,118,CRSP-02,CRSP,86,BB,95,NA,0,0,P,1,0,0,0,0,0,NA
5/1/93,121,CRSP-02,CRSP,86,BB,97,NA,0,0,P,0,0,0,0,0,0,NA
5/4/93,124,CRSP-02,CRSP,88,BB,90,NA,0,0,P,1,0,0,0,0,0,NA
5/8/93,128,CRSP-02,CRSP,88,BB,95,NA,0,0,P,3,0,0,0,0,0,NA
5/12/93,132,CRSP-02,CRSP,88,BB,99,NA,0,0,P,4,0,33,0,0,0,NA
5/16/93,136,CRSP-02,CRSP,88,BB,100,NA,0,0,P,5,0,NA,0,0,0,NA
5/19/93,139,CRSP-02,CRSP,88,BB,100,NA,0,0,P,5,0,NA,0,0,0,NA
5/24/93,144,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,66,0,0,0,NA
5/27/93,147,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,66,0,0,0,NA
6/2/93,153,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,100,80,100,0,NA
6/7/93,158,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,100,80,100,0,NA
6/11/93,162,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/14/93,165,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/18/93,169,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/25/93,176,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,100,80,100,0,NA
7/1/93,182,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,100,80,100,0,NA
7/9/93,190,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
8/11/93,223,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
3/31/94,90,CRSP-02,CRSP,87,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/5/94,95,CRSP-02,CRSP,87,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/11/94,101,CRSP-02,CRSP,87,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/15/94,105,CRSP-02,CRSP,87,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/22/94,112,CRSP-02,CRSP,87,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/28/94,118,CRSP-02,CRSP,87,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/4/94,124,CRSP-02,CRSP,87,BB,99,NA,0,0,P,0,0,0,0,0,0,NA
5/10/94,130,CRSP-02,CRSP,87,BB,100,NA,0,0,P,3,0,0,0,0,0,NA
5/19/94,139,CRSP-02,CRSP,87,BB,100,NA,0,0,P,5,0,45,0,0,0,NA
5/23/94,143,CRSP-02,CRSP,87,BB,100,NA,0,0,P,5,0,75,55,0,0,NA
5/27/94,147,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,80,80,50,0,NA
5/31/94,151,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,80,80,71,0,NA
6/9/94,160,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/14/94,165,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/22/94,173,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/28/94,179,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
7/7/94,188,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
7/25/94,206,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
8/15/94,227,CRSP-02,CRSP,87,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
3/28/95,87,CRSP-02,CRSP,88,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/3/95,93,CRSP-02,CRSP,88,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/11/95,101,CRSP-02,CRSP,88,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/16/95,106,CRSP-02,CRSP,88,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/20/95,110,CRSP-02,CRSP,88,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/27/95,117,CRSP-02,CRSP,88,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/3/95,123,CRSP-02,CRSP,88,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
5/8/95,128,CRSP-02,CRSP,88,BB,95,NA,0,0,P,0,0,0,0,0,0,NA
5/12/95,132,CRSP-02,CRSP,88,BB,100,NA,0,0,P,2,0,0,0,0,0,NA
5/16/95,136,CRSP-02,CRSP,88,BB,100,NA,0,0,P,3,0,0,0,0,0,NA
5/22/95,142,CRSP-02,CRSP,88,BB,100,NA,0,0,P,4,0,45,0,0,0,NA
5/26/95,146,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,80,80,45,0,NA
6/1/95,152,CRSP-02,CRSP,88,BB,100,NA,0,0,P,6,0,80,80,80,0,NA
6/6/95,157,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,95,80,95,0,NA
6/13/95,164,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
6/19/95,170,CRSP-02,CRSP,88,BB,100,NA,0,0,P,7,0,100,80,100,0,NA
